name,position,age,gamesPlayed,averagePoints,totalPoints,last3Avg,last5Avg,adp,rosteredPercentage,projectedScoresAvg,byeRounds,K,H,M,T,FF,FA,G,B,HO,aboveAvgGames20,belowAvgGames20,consistencyRating,nextFiveVenuesAvg,favouriteVenue,nextFiveOpponentsAvg,favouriteOpponent,favouriteOpponentRound,startPercentage,highScore,lowScore,lastRound,roundRank,seasonRank,
Kane Farrell,DEF,26,21,78,1638,86,84,154,36.09,76.61,0&12,17,4.3,4.8,2.4,0.55,1.15,0.15,0.3,0,3,2,76,65.66,ES,62.98,GC,10,0,114,53,0,0,0
Sam Darcy,FWD,22,17,82.2,1398,60.3,77.4,47,85.88,76.57,3&16,9.81,5.31,6.38,1.63,1.94,1.13,3,1.31,3.81,4,4,64,71.82,OS,82,ESS,4,0,128,8,0,0,0
Brayden Fiorini,MID,28,15,87.2,1308,86.7,98.6,123,49.84,76.48,0&15,12.5,10.79,4.14,4.79,1.14,0.36,0.43,0.14,0,2,4,72,87.7,SCG,86.44,BL,8&18,0,126,53,0,0,0
Nicholas Madden,RUC,21,3,63.3,190,63.3,63.3,196,16.93,76.43,4&13,2.33,8.67,1,3,2.67,1.67,0,0,26.33,0,0,73,63,CGOM,0,PA,21,0,80,47,0,0,0
Izak Rankine,MID/FWD,25,22,87.2,1919,89,79.4,46,85.57,75.96,0&12,12.95,7.59,3.95,3.55,1.55,1.27,1.41,0.95,0,2,3,80,76.49,AO,69.35,MEL,15,0,120,63,0,0,0
Dion Prestia,MID,33,12,78.8,946,73,74,201,24.3,75.91,0&13,10.82,14.27,3.64,3.27,0.82,0.82,0.36,0.45,0,3,3,74,84,PFS,85.48,GEE,24,0,120,49,0,0,0
Dylan Moore,FWD,26,23,81.8,1882,92.7,87.8,66,78.3,75.65,3&14,11.05,9.09,4.36,3.91,1.23,0.73,0.95,0.73,0,4,3,69,80.41,GMHBA,83.43,ADE,11,0,143,42,0,0,0
James Rowbottom,MID,25,23,78.7,1809,76,71.8,176,33.23,75.61,3&15,9.91,6.86,2.45,7.64,1.59,1.23,0.41,0.5,0,1,3,81,80.47,MCG,81.06,WCE,4,0,106,52,0,0,0
Mark Blicavs,RUC,34,22,70.9,1560,66,71.8,171,34.63,75.52,2&16,6.52,8.33,4.14,3,1.05,0.81,0.38,0.43,12.29,6,5,67,73.96,CGOM,77.3,GWS,18,0,116,32,0,0,0
James Worpel,MID,27,18,73.8,1329,72.7,67,158,37.33,75.3,2&16,10.41,10.94,1.76,5.41,1.24,1.65,0.24,0.41,0,3,4,70,84.13,NOR,83.21,WCE,5,0,113,37,0,0,0
Josh Ward,MID,22,22,75.9,1670,69.7,68,155,37.28,75.13,3&14,11.14,10.57,3.57,3.62,0.43,0.57,0.14,0.19,0,3,3,77,71.61,UTAS,70.02,WCE,24,0,111,44,0,0,0
Jack Crisp,MID,32,23,84.2,1937,92.7,79.6,168,38.21,74.74,2&14,11.86,9.09,4.45,5.32,0.55,1.23,0.41,0.32,0,5,4,75,89.98,MRVL,87.9,WCE,11&22,0,121,54,0,0,0
Hunter Clark,MID,26,13,61.4,798,88,64.4,220,15.42,74.74,4&16,8.69,6.92,3.38,4.23,0.31,2.23,0.08,0.31,0,5,3,65,68.69,NS,64.18,WCE,7,0,93,16,0,0,0
Ned Moyle,RUC,24,3,51.7,155,51.7,51.7,212,15.01,74.61,3&12,2.33,3,2,2,1.33,0,0.33,0.33,21,1,1,62,49.17,ES,83,NM,11,0,90,30,0,0,0
Oliver Hollands,DEF,22,23,76.2,1752,82.3,78.4,173,32.97,74.48,2&14,11.82,8.14,5.23,3.41,0.95,1.18,0.18,0.09,0,3,3,80,63.52,OS,54.64,STK,8&22,0,109,48,0,0,0
Shaun Mannagh,FWD,28,20,88.1,1761,97.7,94.8,67,79.34,74.43,2&16,14.26,5.47,3.74,5.05,1,1.11,1.47,1,0,3,3,75,86.13,SCG,81.83,SYD,11,0,144,49,0,0,0
Harry McKay,FWD,28,12,78.3,939,97.7,87.6,101,61.63,74.43,2&14,10.09,5.55,6.82,2.82,1.27,1.55,2,0.91,2.73,3,3,65,67.09,TIO,66.82,NM,4,0,122,13,0,0,0
Nick Haynes,DEF,33,23,75.7,1740,72,77,203,15.68,74.27,2&14,12.82,5,8.18,1.5,1,0.32,0,0.05,0,0,4,80,72.82,TP,70.17,GWS,15,0,95,35,0,0,0
Bailey Williams,DEF/MID,28,23,76.8,1766,73.7,73.4,152,40.29,74.26,3&16,10.77,9.82,6.64,1.95,0.55,0.55,0.23,0.32,0,3,4,69,66.54,TIO,69.18,RIC,20,0,133,42,0,0,0
Matt Flynn,RUC,28,18,78.7,1417,76.7,72.8,181,31.78,74.26,0&15,7.12,6.35,4.29,2.76,1.06,1.35,0.35,0.18,26.06,2,2,76,70.6,HO,68.7,STK,7,0,101,51,0,0,0
Jarman Impey,DEF,30,21,77.2,1622,94,93.2,156,38.42,74.22,3&14,13.25,7.25,5.35,2.75,0.8,0.85,0.2,0.35,0,6,4,67,68.66,MCG,62.01,STK,12,0,126,37,0,0,0
Lachlan McAndrew,RUC,25,0,0,0,0,0,195,29.18,74.17,0&12,0,0,0,0,0,0,0,0,0,0,0,0,0,MRVL,18,NM,10,0,0,0,0,0,0
Steele Sidebottom,MID,35,21,86,1807,70.7,79.4,189,34.37,74.09,2&14,13.35,9.4,4.5,4.2,1.2,1.35,0.6,0.45,0,4,4,76,91.78,MCG,89.88,GEE,9&21,0,129,35,0,0,0
Sam Draper,RUC/FWD,27,5,82,410,85,82,104,62.72,74,2&15,7.2,6.2,3.6,2.8,2,1.8,1.4,0.4,20.6,0,1,71,51.84,UTAS,65.96,WB,-,0,101,59,0,0,0
Justin McInerney,MID/FWD,25,17,78.6,1336,72.3,77.8,105,61.01,73.83,3&15,11.29,10.18,5.24,1.76,1.18,1,0.47,0.59,0,3,2,78,70.32,OS,72.04,GC,5,0,106,54,0,0,0
Callum Wilkie,DEF,29,23,80.7,1856,82.3,76.6,138,45.53,73.78,4&16,14.59,4.91,8.82,1.55,0.73,0.86,0,0,0,4,4,69,68.03,UTAS,68.11,MEL,1,0,136,49,0,0,0
Bradley Hill,MID/FWD,32,22,74.5,1640,78.3,74.6,119,54.36,73.7,4&16,13.29,7.24,5.52,1.67,0.29,0.57,0.29,0.24,0,4,4,73,72.12,TP,76.71,GC,9&24,0,120,25,0,0,0
Charlie Curnow,FWD,29,18,65.8,1184,69.7,72.6,84,68.95,73.57,3&15,9.83,1.94,5.94,1.17,1.22,1.17,1.78,1.5,0,3,4,59,72.01,PFS,72.12,WCE,4,0,90,16,0,0,0
Josh Kelly,MID,31,14,80.9,1132,66.3,68.6,230,15.52,73.36,4&13,9.86,11.86,3.64,4.21,0.5,0.79,0.21,0.36,0,2,2,76,96.37,NS,94.17,CAR,15,0,118,25,0,0,0
Blake Acres,MID,30,19,73.7,1400,84.7,78.6,226,21.5,73,2&14,11.67,8.06,4.83,3,0.67,0.89,0.28,0.5,0,3,4,72,75.92,PFS,78.49,RIC,1&17,0,105,34,0,0,0
Gryan Miers,FWD,26,21,93.8,1970,85,95,45,84.99,72.78,2&16,15.75,7.85,6.1,3.2,0.85,0.3,0.65,0.6,0,2,4,76,73.56,TIO,73.87,ESS,22,0,137,43,0,0,0
Vigo Visentini,RUC,20,2,49.5,99,49.5,49.5,233,12.15,72.74,0&15,4,8.5,2,1.5,2,2,0,0,12.5,0,0,0,36,OS,0,FRE,10,0,63,36,0,0,0
Xavier Duursma,MID,25,21,79.3,1666,83.3,79.2,204,27.52,72.43,0&15,10.65,9.9,5.55,3.2,1.35,0.75,0.45,0.3,0,5,5,73,75.67,UTAS,78.31,PA,2&24,0,112,41,0,0,0
Miles Bergman,DEF,24,19,78.2,1486,70,78.8,97,55.4,72.43,0&12,12.21,5.53,5.11,3.63,0.84,0.74,0.32,0.16,0,6,6,65,67.82,CGOM,68.78,GC,10,0,120,33,0,0,0
Jase Burgoyne,DEF/MID,22,20,74.1,1481,63.7,57.8,157,37.8,72.39,0&12,11.2,7.95,4.6,2.65,0.5,0.45,0.15,0.1,0,2,3,72,68.77,NS,67.18,HAW,6,0,122,41,0,0,0
Ryan Maric,DEF,21,22,75.2,1654,88,78.4,190,30.37,72.3,0&15,14.27,6.64,3.82,2,0.45,0.36,0.05,0,0,4,2,76,51.53,MCG,47.08,MEL,9,0,112,31,0,0,0
Toby Greene,FWD,32,21,81,1702,104,86.8,81,72.27,71.87,4&13,12.25,5.25,4.85,3.3,1.3,1.65,2.05,1.45,0,6,6,59,84.26,NOR,85.07,WB,1,0,133,20,0,0,0
Aaron Naughton,FWD,26,23,71.8,1652,73,88.6,126,48.65,71.83,3&16,8.59,3.73,5.64,2.05,1.18,0.77,2.73,1.23,0.32,7,5,64,61.02,SCG,64.16,RIC,20,0,121,30,0,0,0
Angus Sheldrick,MID,22,20,62.1,1241,69.3,69.6,218,26.32,71.83,3&15,9.32,7.58,2,3.89,0.47,0.68,0.32,0.32,0,4,4,61,56.46,G,69.75,BL,1&16,0,101,12,0,0,0
Jack Gunston,FWD,34,20,74.1,1482,83.7,78.2,136,46.94,71.57,3&14,9.89,3.26,5.32,1.37,0.84,0.58,3.26,1.68,0,4,5,70,73.59,NS,74.27,GC,7&15,0,126,41,0,0,0
Stephen Coniglio,MID,32,9,59.4,535,57.3,61.8,199,27.99,71.52,4&13,10.88,6.38,2,3.88,1,1.38,0.5,0.13,0,1,1,67,94.4,NOR,91.24,GC,8&22,0,83,35,0,0,0
Mitch Georgiades,FWD,24,23,69.3,1593,70.3,69.6,137,43.04,71.48,0&12,9.23,3.41,5.73,1.27,1.45,1.18,2.64,1.91,0,5,5,69,60.54,NS,69.3,NM,1&17,0,124,32,0,0,0
Tanner Bruhn,MID,23,0,0,0,0,0,180,39.56,71.43,2&16,0,0,0,0,0,0,0,0,0,0,0,67,65.93,GMHBA,67.51,ADE,3&13,0,0,0,0,0,0
Liam Baker,DEF,28,23,79.4,1827,84.3,90.2,139,47.14,71.39,0&15,11.77,11.32,3.82,3.82,1.41,1.55,0.23,0.23,0,2,3,77,69.03,GMHBA,70.18,SYD,4,0,119,47,0,0,0
Hugo Garcia,MID,20,17,65.5,1113,85.3,70.4,243,15.11,71.35,4&16,9.06,7.56,1.75,5.81,0.56,1.25,0.25,0.44,0,3,4,52,63.42,MCG,40.94,ESS,17,0,110,20,0,0,0
Cooper Lord,MID,20,21,60,1261,84.3,74.2,240,19.16,71.3,2&14,7.48,6.52,2.71,3.9,0.67,0.43,0.24,0,0,4,7,57,60.61,SCG,56.9,GC,20,0,112,15,0,0,0
Oliver Dempsey,MID,23,23,72.7,1673,75.3,74.2,177,33.59,71.22,2&16,9.73,7.68,4.05,2.95,0.5,0.45,1.27,0.77,0,4,3,76,68.22,ES,64.15,ESS,22,0,103,46,0,0,0
Joel Jeffrey,DEF,23,22,76.4,1681,42.3,66.8,206,26.32,71.17,3&12,13.38,6.33,6,2.33,0.81,0.86,0.24,0.24,0,6,4,64,53.5,BP,58.37,STK,9&24,0,132,11,0,0,0
Riley Thilthorpe,FWD,23,23,82.9,1907,89.7,90.6,79,72.69,71.09,0&12,10.05,4.32,5.95,2.05,1.32,0.82,2.5,1.32,6.68,5,3,71,63.96,SCG,69.5,WB,2&14,0,122,42,0,0,0
Harley Reid,MID,20,19,66.7,1268,90.7,84.4,124,47.3,70.96,0&15,10.21,8.63,2.53,3.47,1.84,3.16,0.74,0.58,0,4,2,68,69,GMHBA,64.88,CAR,16,0,117,32,0,0,0
Jaime Uhr-Henry,RUC,22,0,0,0,0,0,247,8.2,70.83,3&14,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,-,0,0,0,0,0,0
Tom Campbell,RUC,34,0,0,0,0,0,242,8.15,70.78,0&16,0,0,0,0,0,0,0,0,0,0,0,57,58.8,ES,53,WCE,9,0,0,0,0,0,0
Brayden Maynard,DEF,29,18,66.4,1195,67.3,68.8,215,16.51,70.7,2&14,12.24,4.53,5,2.59,0.71,1.12,0.29,0.06,0,4,2,69,71.92,MRVL,76.74,FRE,5,0,104,10,0,0,0
Toby Conway,RUC,22,0,0,0,0,0,245,8.57,70.7,2&16,0,0,0,0,0,0,0,0,0,0,0,78,63.78,TIO,81,GC,14,0,0,0,0,0,0
Conor Nash,MID,27,19,74.1,1407,69,74.6,241,20.2,70.61,3&14,9.06,9.83,2.28,6.17,0.78,1.11,0.22,0.11,0.94,3,2,72,67.45,NOR,66.8,COL,8&23,0,103,26,0,0,0
William Green,RUC,20,0,0,0,0,0,248,8.62,70.61,3&15,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,-,0,0,0,0,0,0
Jack Ross,MID/FWD,25,23,72.9,1676,77.7,76.6,144,45.9,70.57,0&13,8.5,11.41,4.45,4.05,0.36,1.14,0.18,0.27,0,4,3,74,64.39,GMHBA,58.63,COL,16,0,114,30,0,0,0
Wayne Milera,DEF,28,22,72,1585,73.7,76.6,227,20.87,70.43,0&12,12.67,6.1,5.76,2.29,0.52,0.76,0.1,0.05,0,5,5,71,65.5,G,61.91,BL,7,0,111,37,0,0,0
Harry Himmelberg,DEF,29,23,78.2,1798,83.3,89.6,185,33.49,70.39,4&13,12.55,7.18,7.64,1.82,0.82,0.77,0.14,0.05,0.18,5,5,74,67.05,TP,64.57,NM,7,0,107,40,0,0,0
Harris Andrews,DEF,29,23,62.2,1431,94.3,70.2,193,19.37,70.13,2&15,10.45,3.68,8.05,1.18,0.55,1.05,0,0.05,0,5,5,64,56.4,OS,57.63,FRE,12,0,104,19,0,0,0
Harry Morrison,MID,27,20,70.9,1418,67.7,71.8,260,13.03,70.13,3&14,9.45,7.95,4.55,3.05,0.55,0.45,0.25,0.1,0,2,1,80,66.09,TIO,66.57,ESS,1&20,0,101,44,0,0,0
Lachlan Sholl,MID,25,5,53,265,35,53,263,8.62,70,0&12,8.4,5.6,4.4,0.8,0.2,0.4,0.2,0,0,2,1,64,70.36,NS,66.9,NM,10,0,82,28,0,0,0
Steven May,DEF,34,16,72.1,1154,81,76.8,234,12.36,69.91,0&16,15.27,3.6,7.53,0.8,0.73,0.87,0,0,0,4,4,68,66.66,NS,70.55,ESS,5&14,0,106,38,0,0,0
Kane McAuliffe,MID,20,5,73.6,368,76.3,73.6,255,16.2,69.65,0&13,7.2,11.2,4,4.8,0,0.8,0,0.8,0,1,1,52,56.36,G,44.33,NM,6&15,0,94,53,0,0,0
Max Knobel,RUC,21,0,0,0,0,0,348,7.06,69.65,3&12,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,-,0,0,0,0,0,0
Zane Zakostelsky,DEF/RUC,20,0,0,0,0,0,221,9.66,69.61,2&15,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,-,0,0,0,0,0,0
Zach Guthrie,DEF,27,23,76.7,1765,81.7,76.8,208,26.95,69.57,2&16,13.27,5.05,7.14,2.23,0.86,0.41,0.05,0.09,0,2,1,68,66.85,CGOM,66.58,MEL,20,0,149,48,0,0,0
Lachlan Cowan,DEF,21,14,63.4,887,88,79.2,254,11.37,69.57,2&14,11.08,4.54,5.23,2.69,1.08,0.69,0.08,0,0,5,4,58,51.02,OS,44.88,GC,20,0,89,10,0,0,0
Kalani White,RUC/FWD,18,0,0,0,0,0,170,16.04,69.52,0&16,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,-,0,0,0,0,0,0
Cam Mackenzie,MID,22,12,62.5,750,48.3,43,249,14.69,69.48,3&14,8.33,8.17,2,4.17,0.92,0.83,0,0.08,0,2,3,66,57.64,GMHBA,55.63,CAR,18,0,95,20,0,0,0
Toby Murray,FWD,22,0,0,0,0,0,174,13.66,69.35,0&12,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,-,0,0,0,0,0,0
Massimo D'Ambrosio,MID,22,23,70.4,1620,60.3,70.2,239,19.78,69.26,3&14,12.86,6.59,4.59,1.77,0.73,0.5,0.23,0.41,0,3,4,71,70.04,GMHBA,69.39,MEL,10&17,0,128,31,0,0,0
Peter Ladhams,RUC/FWD,28,10,50.9,509,50.7,50.4,175,15.32,69.22,3&15,5.6,5.1,2.1,1.2,0.9,0.9,0.7,0.4,10,1,2,54,64.75,GMHBA,76.02,GWS,6&20,0,109,20,0,0,0
Lachlan Smith,RUC,20,0,0,0,0,0,350,5.97,69.22,3&16,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,-,0,0,0,0,0,0
Louis Emmett,RUC,18,0,0,0,0,0,351,6.39,69.22,3&16,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,-,0,0,0,0,0,0
Ivan Soldo,RUC/FWD,29,1,26,26,26,26,166,10.85,69.17,0&12,3,2,1,1,0,1,0,0,9,0,0,59,74.32,AO,57.58,MEL,23,0,26,26,0,0,0
Ed Langdon,MID/FWD,30,23,74.2,1706,55.3,57.2,150,42.73,69.13,0&16,10.23,9.68,5.23,2.82,0.55,0.82,0.36,0.27,0,4,4,66,80.58,CGOM,84.07,ADE,15,0,121,23,0,0,0
Oscar Steene,RUC/FWD,22,0,0,0,0,0,191,11.21,69.13,2&14,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,-,0,0,0,0,0,0
Sam Berry,MID,24,17,62.4,1061,68,72.2,268,10.9,69.09,0&12,9.56,6.38,1.88,4.69,0.69,0.88,0.38,0.19,0,4,5,57,61.32,NS,51.03,STK,6,0,123,10,0,0,0
Iliro Smit,RUC,20,0,0,0,0,0,276,5.87,69,2&14,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,-,0,0,0,0,0,0
Zac McCarthy,RUC/FWD,18,0,0,0,0,0,186,10.7,69,2&14,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,-,0,0,0,0,0,0
Taylor Goad,RUC,20,0,0,0,0,0,354,5.87,68.96,0&12,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,-,0,0,0,0,0,0
Jack Ginnivan,FWD,23,22,75.3,1656,80.7,81.4,134,50.67,68.87,3&14,11.05,8.81,3.95,2.33,1,0.57,1.19,0.48,0,5,5,68,60.7,TIO,56.55,COL,8&23,0,115,31,0,0,0
Logan Smith,RUC,19,0,0,0,0,0,356,6.07,68.83,4&13,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,-,0,0,0,0,0,0
Rhys Stanley,RUC,35,18,64.4,1159,75,63.6,259,11.27,68.74,2&16,6,4.59,2.29,1.94,1.29,1.47,0.35,0.29,27.06,3,3,62,70.14,OS,72.08,GWS,18,0,106,7,0,0,0
Ryley Sanders,MID/FWD,21,21,66.1,1389,33,45,151,42.83,68.7,3&16,5.9,12.67,3,2.95,0.62,0.76,0.62,0.24,0,3,2,62,67.74,OS,54.67,STK,15,0,130,6,0,0,0
Lawson Humphries,DEF,22,22,70.4,1548,50,58.4,159,38.89,68.65,2&16,13,4.1,5.67,2.14,0.71,0.33,0.19,0.1,0,4,4,70,71.44,G,65.33,MEL,20,0,115,38,0,0,0
Matthew Johnson,MID,22,18,70.5,1269,68.3,64.8,267,12.1,68.52,0&14,8.89,9.89,4.11,3.28,1,1.17,0.11,0.44,0,4,3,65,56.9,GMHBA,68.3,RIC,3,0,97,36,0,0,0
Jordan De Goey,MID/FWD,29,9,52.7,474,54.7,46.4,125,46.68,68.22,2&14,9.25,6,2.75,1.88,0.63,1.25,1,0.88,0,2,1,57,76.53,MRVL,75.51,NM,18,0,88,31,0,0,0
Tim Kelly,MID/FWD,31,20,63.3,1266,74.7,79,169,37.28,68.09,0&15,9.21,9.32,2.89,3,0.68,1,0.26,0.42,0,3,2,68,83.5,SCG,86.22,RIC,8&21,0,102,20,0,0,0
Dan Houston,DEF,28,19,66.8,1269,76.3,65.8,161,37.75,67.83,2&14,11.72,6.39,4,2.5,0.67,0.78,0.33,0.22,0,2,3,74,79.37,ES,79.47,PA,15,0,92,29,0,0,0
James Peatling,MID,25,21,77.5,1627,70,72.4,231,24.56,67.78,0&12,11.6,8.55,2.9,4.4,2.1,0.85,0.55,0.3,0,4,4,67,68.16,PFS,43.25,MEL,15,0,117,36,0,0,0
Connor Idun,DEF,25,23,72.7,1673,60.3,68.6,246,18.12,67.7,4&13,10.59,8.86,7.23,1.55,0.45,0.59,0,0,0,2,4,77,64.03,NOR,65.23,ADE,24,0,100,42,0,0,0
Oliver Hayes-Brown,RUC,25,0,0,0,0,0,357,4.93,67.7,0&13,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,-,0,0,0,0,0,0
Jesse Hogan,FWD,31,15,65.3,979,33,55.6,147,37.07,67.52,4&13,7.07,3.2,5.07,1.33,1.07,0.67,2.87,0.87,0,3,4,53,77.12,G,73.65,BL,11,0,133,5,0,0,0
Blake Hardwick,DEF,29,23,62.7,1442,56.7,58.4,269,10.64,67.48,3&14,10.18,4.91,4.77,2.18,0.73,0.64,0.5,0.32,0,2,5,68,67.36,NS,65.69,WB,5&13,0,114,36,0,0,0
Shai Bolton,MID/FWD,27,22,70,1540,70,69.2,116,54.98,67.26,0&14,10.38,8.52,3.05,2.57,0.67,1.33,1.29,1.33,0,5,4,66,72.31,NOR,74.6,WCE,6&20,0,119,22,0,0,0
Oliver Florent,MID,27,16,60,960,71,58.6,261,14.85,67.22,2&14,9.27,6.93,4.4,2.27,0.6,0.6,0.13,0.47,0,2,2,71,67.78,NS,70.39,STK,8&22,0,91,21,0,0,0
Brady Hough,DEF/MID,22,22,64.1,1411,69.7,64.4,258,13.66,67.13,0&15,7.86,8.33,4.67,3.43,0.71,0.81,0.14,0.1,0,4,6,64,56.36,G,56.85,BL,19,0,108,37,0,0,0
James Harmes,MID,30,13,66.8,869,64,66,326,5.09,67.05,3&16,8,9.38,3.08,2.62,0.69,0.31,0.69,0.46,0,5,3,53,70.05,NS,71.91,WCE,18,0,103,0,0,0,0
Bodhi Uwland,DEF,22,22,62.9,1383,75,65.8,264,10.85,67.04,3&12,10.05,6.57,5.48,1.95,1.05,1,0.05,0,0,3,1,77,64.46,G,56.32,STK,9&24,0,88,35,0,0,0
Lachlan Bramble,DEF,27,23,66.3,1525,63,69,331,8.98,67,3&16,12.09,6,4.59,1.68,0.77,0.55,0.23,0.05,0,4,2,68,67.83,SCG,65.05,SYD,7&17,0,104,8,0,0,0
George Stevens,MID,20,2,52.5,105,52.5,52.5,327,5.92,66.91,2&16,8,6,2,1.5,2,0.5,0.5,1,0,1,1,0,84,GMHBA,0,RIC,24,0,84,21,0,0,0
Riley Bice,DEF,25,16,56.7,907,29.3,37.4,265,12.62,66.74,3&15,9.4,5.33,4.8,1.93,0.4,0.47,0.07,0.07,0,4,6,41,53.25,PFS,52.25,COL,10,0,125,6,0,0,0
Daniel Rioli,DEF,28,17,72.4,1230,67.7,67.6,198,30.01,66.65,3&12,10.76,8.41,3.65,2.71,0.71,0.59,0.41,0.06,0,2,2,67,74.55,NOR,59.45,WCE,1,0,113,33,0,0,0
Jamie Elliott,FWD,33,23,67.8,1559,55.7,55.6,192,23.36,66.52,2&14,8.36,4.05,5.09,2.32,0.77,1.05,2.36,1.32,0,4,3,65,71.57,PFS,70.2,NM,18,0,110,19,0,0,0
Jake Waterman,FWD,27,8,60.9,487,58.7,58.4,194,24.2,66.52,0&15,7.13,3,6.13,0.63,0.63,0.63,2.13,1.13,0,1,2,65,63.89,UTAS,59.38,MEL,9,0,92,33,0,0,0
Josh Rachele,FWD,22,13,62.8,816,40,49.6,110,54.26,66.48,0&12,9,3.08,3.46,2,0.62,0.69,1.92,1.15,0,3,3,62,63.32,ES,70.3,WCE,17,0,110,26,0,0,0
Henry Hustwaite,MID,21,4,51.5,206,44,51.5,328,6.02,66.48,3&14,5.75,8,2,3.5,0.25,0.75,0,0.25,0,2,2,32,43.65,MCG,39,RIC,19,0,87,15,0,0,0
Luke McDonald,DEF,31,15,60.7,910,76.7,76.8,281,6.54,66.26,0&12,9.27,6.2,4.47,2,0.87,0.6,0,0,0,2,2,69,63.4,GMHBA,69.62,MEL,19,0,100,28,0,0,0
Tom Papley,FWD,29,11,62,682,84.3,72.8,225,17.86,66.26,3&15,11.2,5.3,4.3,1.8,1,1.4,1,1.1,0,3,4,57,69.69,MRVL,68.72,WCE,4,0,131,19,0,0,0
Elijah Hewett,MID,21,20,61,1219,64,66.4,329,9.55,66.09,0&15,7.68,9.42,1.74,3.74,1.05,0.89,0.53,0.58,0,2,2,73,54.57,HO,60.8,NM,2&14,0,81,22,0,0,0
Sean Darcy,RUC,27,16,64.3,1028,61,64.6,219,21.65,66,0&14,5,5.33,1.6,3.07,1.47,1.93,0.33,0.13,28,2,1,73,80.46,NOR,71.71,WB,8&21,0,99,40,0,0,0
Nick Larkey,FWD,27,17,58.6,997,77.7,70.8,209,16.77,66,0&12,6.35,3.35,4.59,1.06,1.24,0.59,2.41,0.88,0.06,1,0,72,57.25,AO,53.48,WCE,2&14,0,99,40,0,0,0
Wil Powell,DEF,26,22,65.5,1441,70,74.6,213,26.58,66,3&12,10.1,6.67,5,3.14,0.81,1.19,0,0.19,0,3,3,75,59.49,CGOM,61.94,STK,9&24,0,98,32,0,0,0
Josh Weddle,DEF,21,15,69.7,1045,72,73.4,179,31.67,65.96,3&14,9,7.47,4.93,1.73,1.07,0.27,0.53,0.27,2.27,0,3,76,66.82,ES,59.28,CAR,18,0,89,41,0,0,0
Elijah Hollands,FWD,23,5,67.4,337,68.7,67.4,184,22.07,65.91,2&14,10.2,6.8,3.8,2.8,1,0.6,0.2,0.2,0,1,1,76,67.67,UTAS,60.93,HAW,18,0,98,33,0,0,0
Elijah Tsatas,MID,21,5,49.8,249,40.7,49.8,330,5.4,65.78,0&15,8,8.8,1,1.2,0.8,0.6,0.2,0.2,0,1,1,51,41.5,MRVL,55.75,WCE,12,0,71,19,0,0,0
Cam Rayner,FWD,26,23,70.1,1613,86.7,90.4,148,43.46,65.7,2&15,9.77,7.05,3.73,3.05,0.95,1.14,1.32,1.09,0,5,3,73,58.79,NS,61.46,FRE,12,0,104,36,0,0,0
Adam Saad,DEF,31,21,67,1407,59.3,66.2,270,10.8,65.65,2&14,13.2,5.7,3.05,2.65,0.9,0.55,0.05,0.05,0,2,3,68,69.01,TP,69.71,FRE,7&24,0,98,12,0,0,0
Neil Erasmus,MID,22,15,56.8,852,66.7,58.8,332,8.2,65.65,0&14,7.93,9,2.93,2.64,1,0.64,0.07,0.21,0,3,2,48,52.56,PFS,63.75,STK,11,0,95,16,0,0,0
Daniel Curtin,MID,20,23,65.2,1500,56.7,72,262,16.61,65.52,0&12,9.45,4.41,4.77,3.55,0.95,0.59,0.5,0.32,0,5,6,56,50.08,MCG,52.53,RIC,9&22,0,118,16,0,0,0
Paddy Dow,MID,26,0,0,0,0,0,336,4.88,65.43,4&16,0,0,0,0,0,0,0,0,0,0,0,60,55.13,AO,49.57,CAR,8&22,0,0,0,0,0,0
Ben Keays,FWD,29,23,79.3,1823,76.3,76.8,122,55.76,65.22,0&12,10.82,6.91,4.18,3.59,1.05,0.64,1.59,1,0,3,5,70,80.03,TIO,73.96,NM,10,0,132,19,0,0,0
Liam Reidy,RUC/FWD,25,1,37,37,37,37,200,19.57,65.22,2&14,4,2,1,2,1,3,0,0,18,0,0,81,0,ES,0,GWS,15,0,37,37,0,0,0
Levi Ashcroft,MID,19,23,74.6,1716,81.3,72.6,160,40.19,65.17,2&15,13.18,7.64,4.77,1.18,1.23,0.18,0.5,0.45,0,3,2,75,72.96,NOR,80.5,WB,-,0,115,39,0,0,0
Joel Freijah,MID/FWD,20,23,71.3,1641,76,64.6,108,58.1,65.13,3&16,10.09,9.77,3.73,2.77,0.41,1.09,0.82,0.45,0,5,5,70,56.46,SCG,58.43,GC,19,0,116,44,0,0,0
