"Action","Position","Player","Club","Relative Value","RV_info","vs. Next Pick","VNP_info","WaiverStr","WS_info","max_ws","PS_info","Av.25","Projected","ADP","Risk","DPP","ID_AFLFAN","Coach_name","position.field","pick","Coach_pick","B23","Gm.25","Notes"
"✓       ✕","Fwd","Jack Gunston","HAW","-3.6","Fwd: -3.6  Flex: -19  No Inj. Adjustment.","-42.5","","21.8","","-4","Official: 50","75.4","66.4","136","High","No","291351","","","","","✔","23",""
"✓       ✕","Fwd","Jesse Hogan","GWS","-3.7","Fwd: -3.7  Flex: -19.1  No Inj. Adjustment.","-42.6","","22","","-4.2","Official: 43","64.6","66.3","147","High","No","296324","","","","","✔","16","Interrupted pre-season: Foot."
"✓       ✕","Fwd","Aaron Naughton","WBD","-3.8","Fwd: -3.8  Flex: -19.2  No Inj. Adjustment.","-42.7","","22.1","","-4.3","Official: 56","71.8","66.2","124","Medium","No","1002404","","","","","✔","23",""
"✓       ✕","Mid","Kane McAuliffe","RIC","-4","Mid: -4  Flex: -10  No Inj. Adjustment.","-38.7","","13","","4.8","G1: 94 Official: 66","73.6","75.4","257","High","No","1019916","","","","","✔","5","Role: Mid field and time likely to increase with Taj Hotten injury. Punt."
"✓       ✕","Ruck","Reilly O'Brien","ADE","-4.1","Ruck: -4.1  Flex: -4.1  No Inj. Adjustment.","-29.2","","0.4","","17.4","","89.4","81.3","89","Low","No","297523","","","","","","25","Flag: No longer #1 Ruck. Handcuff: McAndrew."
"✓       ✕","Mid","Harry Rowston","GWS","-4.2","Mid: -4.2  Flex: -10.2  No Inj. Adjustment.","-38.9","","13.1","","4.7","G1: 94 Official: 77","51.9","75.2","255","High","No","1021122","","","","","","10",""
"✓       ✕","Def","Dan Houston","COL","-4.3","Def: -4.3  Flex: -10.6  No Inj. Adjustment.","-29.2","","11.7","","6.1","G1: 58","65.5","74.8","161","Medium","No","994295","","","","","✔","21","Interrupted pre-season: Hip. Role, likely used more off half back with Diacos going forward."
"✓       ✕","Fwd","Lachie Schultz","COL","-4.4","Fwd: -4.4  Flex: -19.8  No Inj. Adjustment.","-43.3","","22.8","","-5","","75.6","65.6","178","Medium","No","1000860","","","","","✔","16",""
"✓       ✕","Def","Zach Guthrie","GEE","-4.6","Def: -4.6  Flex: -10.9  No Inj. Adjustment.","-29.5","","12","","5.8","Official: 52","75","74.5","207","Low","No","1004870","","","","","✔","26",""
"✓       ✕","Mid","Jack Macrae","STK","-4.7","Mid: -4.7  Flex: -10.7  No Inj. Adjustment.","-39.4","","13.5","","4.3","G1: 90","90.9","74.7","90","High","No","295467","","","","","✔","21","Flag: Saints appear to be inserting youth into mid field. Mid time dropped as 2025 went on."
"✓       ✕","Mid","Harley Reid","WCE","-4.9","Mid: -4.9  Flex: -10.9  No Inj. Adjustment.","-39.6","","13.6","","4.2","G1: 70","66.7","74.5","125","Low","No","1023492","","","","","✔","19","Should have natural progression. Gives away a lot of frees against. More discipline will see scoring increase."
"✓       ✕","Mid","Brayden Fiorini","ESS","-5","Mid: -5  Flex: -11  No Inj. Adjustment.","-39.7","","13.6","","4.2","G1: 53","83.2","74.4","123","Medium","No","993799","","","","","✔","18","Role: Possible wing role. Unlikely inside mid."
"✓       ✕","Fwd","Jamie Cripps","WCE","-5.2","Fwd: -5.2  Flex: -20.6  No Inj. Adjustment.","-44.1","","23.8","","-6","G1: 57","58.2","64.8","456","Medium","No","290826","","","","","✔","21",""
"✓       ✕","Ruck","Matt Flynn","WCE","-5.3","Ruck: -5.3  Flex: -5.3  No Inj. Adjustment.","-30.4","","0.4","","17.4","G1: 37","78.7","80.1","180","High","No","993902","","","","","✔","18","Role: Eagles #1 ruck, may share some time with Tyler."
"✓       ✕","Ruck","Sean Darcy","FRE","-5.3","Ruck: -5.3  Flex: -5.3  No Inj. Adjustment.","-30.4","","0.4","","17.4","","65.4","80.1","219","Medium","No","998145","","","","","✔","17","Interrupted pre-season: Calf strain, wont miss games. Role: Likely #1 ruck. Should be fully fit for 2025. Ruck rules may not favour him."
"✓       ✕","RuckFwd","Bailey J. Williams","WCE","-5.4","Ruck: -22.8  Fwd: -5.4  Flex: -22.8  Susp. or Inj. Adjust: -3","-43.7","Ruck: -45.3  Fwd: -43.7","1","Fwd: 23.3  Ruck: 1.0","16.8","","52.6","65.2","425","Medium","Yes","1006114","","","","","✔","16","Injury: Groin."
"✓       ✕","Def","Wayne Milera","ADE","-5.4","Def: -5.4  Flex: -11.7  No Inj. Adjustment.","-30.3","","12.6","","5.2","G1: 79","72.1","73.7","228","Medium","No","990882","","","","","✔","24",""
"✓       ✕","Fwd","Peter Wright","ESS","-5.5","Fwd: -5.5  Flex: -20.9  No Inj. Adjustment.","-44.4","","24.1","","-6.3","G1: 61","73.9","64.5","215","Medium","No","298289","","","","","✔","19","Role: Ruck chop out."
"✓       ✕","Fwd","Nick Larkey","NTH","-5.7","Fwd: -5.7  Flex: -21.1  No Inj. Adjustment.","-44.6","","24.4","","-6.6","G1: 57","58.6","64.3","209","Low","No","1001017","","","","","✔","17",""
"✓       ✕","MidFwd","Mason Wood","STK","-5.7","Mid: -15.1  Fwd: -5.7  Flex: -21.1  No Inj. Adjustment.","-44.6","Mid: -49.8  Fwd: -44.6","20.6","Mid: 20.6  Fwd: 24.4","-2.8","","68.7","64.3","229","High","Yes","295340","","","","","✔","21","Interrupted pre-season: Calf. Previously scored really well on a wing/fwd rotation. Punt."
"✓       ✕","Fwd","Cameron Zurhaar","NTH","-5.7","Fwd: -5.7  Flex: -21.1  No Inj. Adjustment.","-44.6","","24.4","","-6.6","G1: 30","57.6","64.3","342","Low","No","998484","","","","","✔","22",""
"✓       ✕","Def","Adam Saad","CAR","-5.8","Def: -5.8  Flex: -12.1  No Inj. Adjustment.","-30.7","","13","","4.8","G1: 66 Official: 56","67","73.3","270","Medium","No","295461","","","","","✔","21",""
"✓       ✕","Fwd","Paul Curtis","NTH","-5.9","Fwd: -5.9  Flex: -23.3  Susp. or Inj. Adjust: -3","-44.1","","23.8","","-6","","71","64.8","188","Medium","No","1002947","","","","","✔","19","Interrupted pre-season: Illness. May miss start of the season with loss of fitness."
"✓       ✕","Def","Josh Weddle","HAW","-5.9","Def: -5.9  Flex: -12.2  No Inj. Adjustment.","-30.8","","13.1","","4.7","G1: 61 Official: 55","69.9","73.2","179","Low","No","1027935","","","","","✔","18",""
"✓       ✕","Mid","Xavier Duursma","ESS","-6","Mid: -6  Flex: -12  No Inj. Adjustment.","-40.7","","14.3","","3.5","G1: 62","78.8","73.4","204","Low","No","1006096","","","","","✔","22",""
"✓       ✕","Fwd","Rhylee West","WBD","-6","Fwd: -6  Flex: -21.4  No Inj. Adjustment.","-44.9","","24.7","","-6.9","G1: 39 Official: 52","65.6","64","266","Low","No","1006127","","","","","✔","23",""
"✓       ✕","Mid","James Worpel","GEE","-6.1","Mid: -6.1  Flex: -12.1  No Inj. Adjustment.","-40.8","","14.4","","3.4","G1: 82 Official: 73","73","73.3","158","Low","No","1002222","","","","","✔","21","Role: Change of club. Unlikely to get a spike in scoring."
"✓       ✕","Fwd","Jamie Elliott","COL","-6.4","Fwd: -6.4  Flex: -21.8  No Inj. Adjustment.","-45.3","","25.2","","-7.4","","70.2","63.6","192","Medium","No","293801","","","","","✔","25",""
"✓       ✕","Fwd","Max Hall","STK","-6.6","Fwd: -6.6  Flex: -22  No Inj. Adjustment.","-45.5","","25.5","","-7.7","G1: 115","66.1","63.4","187","Low","No","1020855","","","","","✔","23","Scored well in first year, might get used as mid rotation. Punt."
"✓       ✕","Def","Lachlan Cowan","CAR","-6.6","Def: -6.6  Flex: -12.9  No Inj. Adjustment.","-31.5","","13.7","","4.1","","63.4","72.5","253","Medium","No","1021353","","","","","✔","14",""
"✓       ✕","Fwd","Will Hayward","CAR","-6.6","Fwd: -6.6  Flex: -22  No Inj. Adjustment.","-45.5","","25.5","","-7.7","G1: 65 Official: 54","55.8","63.4","294","Low","No","997100","","","","","✔","21",""
"✓       ✕","Mid","Xavier Lindsay","MEL","-6.7","Mid: -6.7  Flex: -12.7  No Inj. Adjustment.","-41.4","","14.7","","3.1","G1: 40 Official: 45","52.4","72.7","273","Medium","No","1028531","","","","","✔","18","Role: May get used more as a distributor in 2026. Injuries may see him get kick ins to boost score"
"✓       ✕","Mid","Nathan O'Driscoll","FRE","-6.8","Mid: -6.8  Flex: -12.8  No Inj. Adjustment.","-41.5","","14.8","","3","","62.7","72.6","386","High","No","1013220","","","","","✔","14","Scoring may drop with addition of Young. May be on a wing/HB rotation."
"✓       ✕","Fwd","Josh Treacy","FRE","-7.2","Fwd: -7.2  Flex: -22.6  No Inj. Adjustment.","-46.1","","26.2","","-8.4","G1: 82","63.8","62.8","206","Low","No","1012819","","","","","✔","24",""
"✓       ✕","Fwd","Kai Lohmann","BRL","-7.3","Fwd: -7.3  Flex: -22.7  No Inj. Adjustment.","-46.2","","26.4","","-8.6","G1: 61 Official: 61","51.5","62.7","344","Low","No","1014026","","","","","✔","18",""
"✓       ✕","Mid","Alex Davies","GCS","-7.4","Mid: -7.4  Flex: -13.4  No Inj. Adjustment.","-42.1","","15.2","","2.6","G1: 46 Official: 42","62","72","364","High","No","1013268","","","","","✔","8","Role: Got inside mid time in 2025, still training there in 2026. Addition of Petracca may see him lose minutes and split time between a fwd role. Late Punt"
"✓       ✕","Def","Keidean Coleman","BRL","-7.5","Def: -7.5  Flex: -13.8  No Inj. Adjustment.","-32.4","","14.4","","3.4","G1: 70 Official: 58","73","71.6","115","High","No","1006059","","","","","✔","1","Flag: Half fwd role in PS games, may cap scoring."
"✓       ✕","Fwd","Joe Richards","PTA","-7.5","Fwd: -7.5  Flex: -22.9  No Inj. Adjustment.","-46.4","","26.6","","-8.8","G1: 92","65.3","62.5","296","Medium","No","1008239","","","","","✔","22",""
"✓       ✕","Fwd","Bayley Fritsch","MEL","-7.6","Fwd: -7.6  Flex: -23  No Inj. Adjustment.","-46.5","","26.8","","-9","G1: 53 Official: 45","63.4","62.4","254","Medium","No","1001438","","","","","✔","22",""
"✓       ✕","RuckFwd","Jake Riccardi","GWS","-7.6","Ruck: -23  Fwd: -7.6  Flex: -23  No Inj. Adjustment.","-46.5","Ruck: -48.1  Fwd: -46.5","1.1","Fwd: 26.8  Ruck: 1.1","16.7","G1: 83 Official: 39","69.2","62.4","222","Medium","Yes","1008123","","","","","✔","20",""
"✓       ✕","Mid","Tanner Bruhn","GEE","-7.6","Mid: -7.6  Flex: -13.6  No Inj. Adjustment.","-42.3","","15.3","","2.5","Official: 108","","71.8","183","Medium","No","1012805","","","","","✔","","Role: HB distributor or mid field after missing all of 2025. Punt"
"✓       ✕","Mid","Josh Kelly","GWS","-7.6","Mid: -7.6  Flex: -17.8  Susp. or Inj. Adjust: -12.4","-39.2","","13.3","","4.5","","79.7","74.9","230","High","No","296347","","","","","?","15","Injury: Hip, Return round 12. Fade."
"✓       ✕","MidFwd","Riley Garcia","WBD","-7.7","Mid: -19.5  Fwd: -7.7  Flex: -27.1  Susp. or Inj. Adjust: -7.1","-45","Mid: -50.2  Fwd: -45","20.9","Mid: 20.9  Fwd: 24.9","-3.1","","53.5","63.9","346","High","Yes","1006533","","","","","✔","8","Injury: Hamstring, round 6 to 8 return."
"✓       ✕","Ruck","Tom De Koning","STK","-7.9","Ruck: -7.9  Flex: -7.9  No Inj. Adjustment.","-33","","0.5","","17.3","G1: 49","84.7","77.5","78","Low","No","1004912","","","","","✔","22","Interrupted pre-season: calf, fine for rd1. Role: Main ruck with some role share with Marshall."
"✓       ✕","Def","Nick Haynes","CAR","-7.9","Def: -7.9  Flex: -14.2  No Inj. Adjustment.","-32.8","","14.8","","3","","75.7","71.2","202","Medium","No","295265","","","","","✔","23","Role: Fewer half back points with the return of Newman."
"✓       ✕","Fwd","Charlie Cameron","BRL","-8.2","Fwd: -8.2  Flex: -23.6  No Inj. Adjustment.","-47.1","","27.5","","-9.7","Official: 104","53.8","61.8","397","Low","No","990609","","","","","✔","25",""
"✓       ✕","Fwd","Jack Darling","NTH","-8.3","Fwd: -8.3  Flex: -23.7  No Inj. Adjustment.","-47.2","","27.7","","-9.9","G1: 67","51.1","61.7","488","Medium","No","290838","","","","","✔","22",""
"✓       ✕","Def","Brayden Maynard","COL","-8.3","Def: -8.3  Flex: -14.6  No Inj. Adjustment.","-33.2","","15.2","","2.6","G1: 60","67.3","70.8","214","Low","No","992010","","","","","✔","20",""
"✓       ✕","DefMid","Brady Hough","WCE","-8.4","Def: -8.4  Mid: -8.7  Flex: -14.7  No Inj. Adjustment.","-33.3","Def: -33.3  Mid: -43.4","15.3","Mid: 16.1  Def: 15.3","2.5","","64.1","70.7","258","Low","Yes","1023167","","","","","✔","22","Interrupted pre-season: Ankle. May miss games early."
"✓       ✕","Ruck","Mark Blicavs","GEE","-8.4","Ruck: -8.4  Flex: -8.4  No Inj. Adjustment.","-33.5","","0.5","","17.3","Official: 31","73.8","77","172","Medium","No","296733","","","","","✔","25",""
"✓       ✕","Def","Judd McVee","FRE","-8.5","Def: -8.5  Flex: -14.8  No Inj. Adjustment.","-33.4","","15.4","","2.4","G1: 28","54.5","70.6","403","Low","No","1017703","","","","","✔","17","Role: Traded to freo, likely to pick up more distributor minutes off half back. Punt."
"✓       ✕","Fwd","Kyle Langford","ESS","-8.5","Fwd: -8.5  Flex: -23.9  No Inj. Adjustment.","-47.4","","27.9","","-10.1","G1: 77","49.9","61.5","323","Medium","No","298630","","","","","✔","9",""
"✓       ✕","Mid","Tom Green","GWS","-8.6","Mid: -8.6  Flex: -20.6  Susp. or Inj. Adjust: -20.6","-39","","13.2","","4.6","","97.5","75.1","48","Low","No","1009528","","","","","✔","23","Injury: Possible ACL. Season."
"✓       ✕","Fwd","Logan McDonald","SYD","-8.6","Fwd: -8.6  Flex: -24  No Inj. Adjustment.","-47.5","","28.1","","-10.3","G1: 78 Official: 50","","61.4","382","Medium","No","1013230","","","","","✔","",""
"✓       ✕","Fwd","Darcy Jones","GWS","-8.7","Fwd: -8.7  Flex: -24.1  No Inj. Adjustment.","-47.6","","28.2","","-10.4","","60.7","61.3","383","Low","No","1020650","","","","","✔","23",""
"✓       ✕","Fwd","Seth Campbell","RIC","-8.8","Fwd: -8.8  Flex: -24.2  No Inj. Adjustment.","-47.7","","28.3","","-10.5","Official: 25","58.4","61.2","464","Low","No","1023275","","","","","✔","22",""
"✓       ✕","Ruck","Jordon Sweet","PTA","-9","Ruck: -9  Flex: -9  No Inj. Adjustment.","-34.1","","0.5","","17.3","","81.4","76.4","98","Low","No","992330","","","","","?","19","Flag: Not assured #1 Ruck. Unlikely to share, so may be out of the side"
"✓       ✕","Fwd","Callum Ah Chee","ADE","-9.3","Fwd: -9.3  Flex: -24.7  No Inj. Adjustment.","-48.2","","29","","-11.2","","63.2","60.7","345","Medium","No","298437","","","","","✔","26","Injury: Hamstring in SoO. Return Rd 1 or 2"
"✓       ✕","Fwd","Taylor Adams","SYD","-9.4","Fwd: -9.4  Flex: -24.8  No Inj. Adjustment.","-48.3","","29.1","","-11.3","","35.8","60.6","314","High","No","291776","","","","","✔","4","Role: Fwd with occasional mid time. May not be best 23."
"✓       ✕","Fwd","Sam Switkowski","FRE","-9.4","Fwd: -9.4  Flex: -24.8  No Inj. Adjustment.","-48.3","","29.1","","-11.3","","55.1","60.6","479","Low","No","992059","","","","","✔","17",""
"✓       ✕","Fwd","Mabior Chol","HAW","-9.4","Fwd: -9.4  Flex: -24.8  No Inj. Adjustment.","-48.3","","29.1","","-11.3","G1: 44 Official: 61","61.3","60.6","434","Low","No","994077","","","","","✔","24",""
"✓       ✕","Fwd","Tom Sparrow","MEL","-9.4","Fwd: -9.4  Flex: -24.8  No Inj. Adjustment.","-48.3","","29.1","","-11.3","G1: 69 Official: 38","61.1","60.6","401","Low","No","999391","","","","","✔","22",""
"✓       ✕","Def","Lachlan Bramble","WBD","-9.6","Def: -9.6  Flex: -15.9  No Inj. Adjustment.","-34.5","","16.4","","1.4","G1: 44 Official: 75","66.3","69.5","331","Medium","No","1000864","","","","","✔","23","Injury: Hamstring."
"✓       ✕","Def","Wil Powell","GCS","-9.6","Def: -9.6  Flex: -15.9  No Inj. Adjustment.","-34.5","","16.4","","1.4","G1: 34 Official: 64","66.4","69.5","213","Low","No","1007881","","","","","✔","25","Role: wing or sharing HB. Club has talked up mid time, unlikely with their rotation. Punt."
"✓       ✕","Fwd","Jack Lukosius","PTA","-9.7","Fwd: -9.7  Flex: -25.1  No Inj. Adjustment.","-48.6","","29.5","","-11.7","G1: 34","47.3","60.3","292","Medium","No","1004095","","","","","✔","7","Poor 2025 due to injury. Healthy pre-season should bounce back. Role will remain key fwd."
"✓       ✕","DefMid","Jase Burgoyne","PTA","-9.7","Def: -9.7  Mid: -10  Flex: -16  No Inj. Adjustment.","-34.6","Def: -34.6  Mid: -44.7","16.5","Mid: 17.0  Def: 16.5","1.3","G1: 101","74.2","69.4","155","Low","Yes","1013462","","","","","✔","20","Role: If given half back distributor could score well."
"✓       ✕","Fwd","Patrick Voss","FRE","-10.1","Fwd: -10.1  Flex: -25.5  No Inj. Adjustment.","-49","","30","","-12.2","G1: 60","54.4","59.9","422","Medium","No","1017754","","","","","✔","20",""
"✓       ✕","Fwd","Brody Mihocek","MEL","-10.1","Fwd: -10.1  Flex: -25.5  No Inj. Adjustment.","-49","","30","","-12.2","G1: 28","56.6","59.9","496","Medium","No","291849","","","","","✔","22",""
"✓       ✕","Def","Luke McDonald","NTH","-10.1","Def: -10.1  Flex: -16.4  No Inj. Adjustment.","-35","","16.9","","0.9","","60.7","69","282","Medium","No","296355","","","","","✔","15",""
"✓       ✕","Mid","Will Brodie","PTA","-10.1","Mid: -10.1  Flex: -16.1  No Inj. Adjustment.","-44.8","","17","","0.8","G1: 39","","69.3","146","Medium","No","998129","","","","","?","","Role: May get a run in the mid field. Punt."
"✓       ✕","Fwd","Oscar Allen","BRL","-10.2","Fwd: -10.2  Flex: -25.6  No Inj. Adjustment.","-49.1","","30.2","","-12.4","G1: 34","45.9","59.8","304","Medium","No","1004385","","","","","✔","13",""
"✓       ✕","Ruck","Ned Moyle","GCS","-10.2","Ruck: -10.2  Flex: -10.2  No Inj. Adjustment.","-35.3","","0.6","","17.2","G1: 60 Official: 26","51.7","75.2","212","High","No","1021013","","","","","✔","3","Handcuff: Number 2 ruck to Witts. Role; Could be #1 if Witts injured or can't play new ruck rules well."
"✓       ✕","Fwd","Tom Lynch","RIC","-10.3","Fwd: -10.3  Flex: -25.7  No Inj. Adjustment.","-49.2","","30.3","","-12.5","Official: 49","52.5","59.7","374","High","No","293813","","","","","✔","16",""
"✓       ✕","Mid","Sam Davidson","WBD","-10.5","Mid: -10.5  Flex: -16.5  No Inj. Adjustment.","-45.2","","17.3","","0.5","Official: 33","66.1","68.9","347","Medium","No","1036123","","","","","✔","19",""
"✓       ✕","Fwd","Brodie Kemp","CAR","-10.6","Fwd: -10.6  Flex: -26  No Inj. Adjustment.","-49.5","","30.7","","-12.9","G1: 46 Official: 64","47.6","59.4","306","High","No","1009241","","","","","","5","Interrupted pre-season: Coming back off an Achilles"
"✓       ✕","Mid","Hugo Garcia","STK","-10.6","Mid: -10.6  Flex: -16.6  No Inj. Adjustment.","-45.3","","17.4","","0.4","G1: 26","65.5","68.8","243","Medium","No","1027790","","","","","✔","17","Role: Got some mid time in 2025. Might get less with recruits and health of team in 2026."
"✓       ✕","Fwd","Hayden McLean","SYD","-10.7","Fwd: -10.7  Flex: -26.1  No Inj. Adjustment.","-49.6","","30.8","","-13","G1: 43","52.3","59.3","503","Low","No","1003203","","","","","✔","19",""
"✓       ✕","Fwd","Murphy Reid","FRE","-10.9","Fwd: -10.9  Flex: -26.3  No Inj. Adjustment.","-49.8","","31.1","","-13.3","G1: 81","56","59.1","184","Low","No","1028513","","","","","✔","24","Role: Likely to get low CBAs through the year. A lot of talent, worth a late punt."
"✓       ✕","Def","Andrew McGrath","ESS","-11.1","Def: -11.1  Flex: -17.4  No Inj. Adjustment.","-36","","17.9","","-0.1","G1: 67","74.9","68","128","Low","No","998102","","","","","✔","23","Role: Back to half back. Don’t expect mid time."
"✓       ✕","Fwd","Darcy Fogarty","ADE","-11.1","Fwd: -11.1  Flex: -26.5  No Inj. Adjustment.","-50","","31.4","","-13.6","G1: 35","58.1","58.9","319","Low","No","999331","","","","","✔","24","go"
"✓       ✕","Def","Josh Battle","HAW","-11.2","Def: -11.2  Flex: -17.5  No Inj. Adjustment.","-36.1","","18","","-0.2","Official: 72","69.6","67.9","251","Low","No","998134","","","","","✔","26",""
"✓       ✕","Fwd","Braeden Campbell","SYD","-11.3","Fwd: -11.3  Flex: -26.7  No Inj. Adjustment.","-50.2","","31.7","","-13.9","G1: 54","56.6","58.7","588","Medium","No","1013133","","","","","✔","23",""
"✓       ✕","Fwd","Logan Morris","BRL","-11.3","Fwd: -11.3  Flex: -26.7  No Inj. Adjustment.","-50.2","","31.7","","-13.9","Official: 66","56.8","58.7","309","Low","No","1028019","","","","","✔","26",""
"✓       ✕","Fwd","Joel Amartey","SYD","-11.4","Fwd: -11.4  Flex: -26.8  No Inj. Adjustment.","-50.3","","31.8","","-14","G1: 21 Official: 46","54.1","58.6","433","Medium","No","1008091","","","","","✔","8",""
"✓       ✕","Def","Harry Himmelberg","GWS","-11.5","Def: -11.5  Flex: -17.8  No Inj. Adjustment.","-36.4","","18.3","","-0.5","G1: 68 Official: 41","76.7","67.6","186","Low","No","993107","","","","","✔","24",""
"✓       ✕","Fwd","Ben Long","GCS","-11.5","Fwd: -11.5  Flex: -26.9  No Inj. Adjustment.","-50.4","","31.9","","-14.1","G1: 26 Official: 60","60.4","58.5","412","Low","No","993917","","","","","✔","24",""
"✓       ✕","Fwd","Mitch Owens","STK","-11.6","Fwd: -11.6  Flex: -27  No Inj. Adjustment.","-50.5","","32.1","","-14.3","G1: 56","60.4","58.4","406","Low","No","1023272","","","","","✔","19",""
"✓       ✕","Mid","Xavier O'Halloran","GWS","-11.7","Mid: -11.7  Flex: -17.7  No Inj. Adjustment.","-46.4","","18.2","","-0.4","G1: 60 Official: 39","57.2","67.7","396","Medium","No","1006135","","","","","✔","23",""
"✓       ✕","Mid","James Jordon","SYD","-11.7","Mid: -11.7  Flex: -17.7  No Inj. Adjustment.","-46.4","","18.2","","-0.4","G1: 58 Official: 79","56.9","67.7","355","Low","No","1013409","","","","","✔","23",""
"✓       ✕","Fwd","Mitch Lewis","HAW","-11.8","Fwd: -11.8  Flex: -27.2  No Inj. Adjustment.","-50.7","","32.3","","-14.5","G1: 43 Official: 24","44.8","58.2","431","High","No","1000887","","","","","✔","8",""
"✓       ✕","Def","Cooper Simpson","FRE","-11.9","Def: -11.9  Flex: -18.2  No Inj. Adjustment.","-36.8","","18.7","","-0.9","","41","67.2","589","High","No","1027656","","","","","✔","3","Interrupted pre-season: minor hip issue."
"✓       ✕","MidFwd","Matthew Cottrell","CAR","-12.1","Mid: -23.1  Fwd: -12.1  Flex: -30.2  Susp. or Inj. Adjust: -5.2","-49.2","Mid: -54.4  Fwd: -49.2","23.9","Mid: 23.9  Fwd: 30.3","-6.1","","66.2","59.7","335","High","Yes","1008154","","","","","","6","Injury: Knee. Return Rd. 3?"
"✓       ✕","Def","Lawson Humphries","GEE","-12.2","Def: -12.2  Flex: -18.5  No Inj. Adjustment.","-37.1","","19","","-1.2","Official: 83","69.6","66.9","159","Low","No","1013464","","","","","✔","25",""
"✓       ✕","Fwd","Jake Stringer","GWS","-12.2","Fwd: -12.2  Flex: -27.6  No Inj. Adjustment.","-51.1","","32.9","","-15.1","G1: 49 Official: 82","52.1","57.8","436","Medium","No","293884","","","","","✔","15",""
"✓       ✕","MidFwd","Bailey Humphrey","GCS","-12.3","Mid: -21.7  Fwd: -12.3  Flex: -27.7  No Inj. Adjustment.","-51.2","Mid: -56.4  Fwd: -51.2","25.3","Mid: 25.3  Fwd: 33.0","-7.5","G1: 32 Official: 65","67.8","57.7","162","Low","Yes","1023500","","","","","✔","23",""
"✓       ✕","Ruck","Marc Pittonet","CAR","-12.3","Ruck: -12.3  Flex: -12.3  No Inj. Adjustment.","-37.4","","0.7","","17.1","G1: 70 Official: 70","70.3","73.1","164","Medium","No","298290","","","","","✔","7","Flag: Reidy may play along side and limit some scoring. Seems unlikely but consider a handcuff."
"✓       ✕","Fwd","Jacob van Rooyen","MEL","-12.4","Fwd: -12.4  Flex: -27.8  No Inj. Adjustment.","-51.3","","33.2","","-15.4","G1: 37 Official: 61","53.7","57.6","492","Low","No","1017720","","","","","✔","16",""
"✓       ✕","Fwd","Darcy Byrne-Jones","PTA","-12.5","Fwd: -12.5  Flex: -27.9  No Inj. Adjustment.","-51.4","","33.3","","-15.5","G1: 61","56.5","57.5","452","Low","No","991930","","","","","✔","22",""
"✓       ✕","Fwd","Jake Melksham","MEL","-12.6","Fwd: -12.6  Flex: -28  No Inj. Adjustment.","-51.5","","33.4","","-15.6","","54.5","57.4","524","High","No","280824","","","","","✔","19",""
"✓       ✕","Def","Tom Cole","WCE","-12.6","Def: -12.6  Flex: -18.9  No Inj. Adjustment.","-37.5","","19.4","","-1.6","G1: 69","66.4","66.5","360","Medium","No","993820","","","","","✔","18","Injury: Finger. May miss games."
"✓       ✕","MidFwd","Tyler Sonsie","RIC","-12.7","Mid: -22.1  Fwd: -12.7  Flex: -28.1  No Inj. Adjustment.","-51.6","Mid: -56.8  Fwd: -51.6","25.6","Mid: 25.6  Fwd: 33.6","-7.8","G1: 115 Official: 21","57.6","57.3","395","Medium","Yes","1017114","","","","","","16",""
"✓       ✕","Fwd","Elijah Hollands","CAR","-12.8","Fwd: -12.8  Flex: -28.2  No Inj. Adjustment.","-51.7","","33.7","","-15.9","Official: 108","67.4","57.2","182","Medium","No","1012862","","","","","","5","SSP Signing"
"✓       ✕","Mid","Cooper Lord","CAR","-12.9","Mid: -12.9  Flex: -18.9  No Inj. Adjustment.","-47.6","","19","","-1.2","G1: 66 Official: 114","60","66.5","239","Medium","No","1032108","","","","","✔","21",""
"✓       ✕","Fwd","Callum M. Brown","GWS","-13.1","Fwd: -13.1  Flex: -28.5  No Inj. Adjustment.","-52","","34.1","","-16.3","","56.8","56.9","543","Medium","No","1014038","","","","","✔","22",""
"✓       ✕","Fwd","Taj Hotton","RIC","-13.1","Fwd: -13.1  Flex: -38.5  Susp. or Inj. Adjust: -25.1","-46.8","","27.1","","-9.3","G1: 50","50.9","62.1","315","High","No","1032106","","","","","✔","7","Injury: Stress facture, Hip. Post bye return. Role: Impressing pre-season, possible part time mid role. Late punt or early waiver."
"✓       ✕","DefFwd","Noah Balta","RIC","-13.2","Def: -22.3  Fwd: -13.2  Flex: -28.6  No Inj. Adjustment.","-47.2","Def: -47.2  Fwd: -52.1","30.5","Fwd: 34.3  Def: 30.5","-12.7","","52.7","56.8","487","Medium","Yes","1002245","","","","","✔","13",""
"✓       ✕","Fwd","Archie Perkins","ESS","-13.2","Fwd: -13.2  Flex: -28.6  No Inj. Adjustment.","-52.1","","34.3","","-16.5","","57","56.8","439","Medium","No","1015873","","","","","✔","21","Interrupted pre-season: Groin"
"✓       ✕","Mid","Blake Acres","CAR","-13.3","Mid: -13.3  Flex: -19.3  No Inj. Adjustment.","-48","","19.3","","-1.5","","73.7","66.1","226","Medium","No","296294","","","","","?","19","Interrupted pre-season: Shoulder"
"✓       ✕","Fwd","Michael Frederick","FRE","-13.3","Fwd: -13.3  Flex: -28.7  No Inj. Adjustment.","-52.2","","34.4","","-16.6","G1: 27","57.3","56.7","450","Medium","No","999321","","","","","✔","24",""
